"articleid"	"text"	"source_name"	"language"	"iso3"
"20230717134500_eng_A0000117"	"killed and 256 were wounded , ” he said. “ four tanks , two self-propelled artillery guns , four infantry fighting vehicles , kamikaze drones , and five pieces of enemy armored vehicles were destroyed. ” ukrainian defense minister hanna maliar announced on july 10 that the armed forces of  ukraine had occupied the dominant heights around bakhmut.on july 15 , cherevatyi reported that the ukrainian armed forces maintain the initiative in the bakhmut area , exerting pressure on the russians on both the southern and northern flanks . we ’ re bringing the voice of ukraine to the world ."	"yahoo.com"	"eng"	"USA"
"20191001050000_tra_A0000369"	"parallel . most of the broadcasters are already carrying out a broadcast in the direction of donetsk . now technical preparation is continuing to start broadcasting those radio stations and tv channels that have received permits over the past weeks , kostinsky added . thus , residents of the uncomplicated  kiev  regions of the donetskin can search for ukrainian content here : 49 parallel - 88.2 mhz radio lv < U+0456 > vska khwille - 89.2 ua : ukrainian radio - 90.7 public radio - 91.4 wilna radio - 92.0 ua radio promin - 95.3 ua : ukrainian radio voice donbass"	"bigmir.net"	"rus"	"MDA"
"20230510111500_tra_A0000657"	"@ inosmi.ru+ 495 66 01fgup mia “ today ” news-rurhttps : //inosmi.ru /docs/about/copyright.htmlhttps : //xn -- -- c1acbl2abdlkab1og.xn -- p1ai/inosminfo @ inosmi.ru+ 495 645 66 01fgup mia mia tomenfo @ inosmi.rumihel 495 645 66 66 66 66 fsue mia russia today » inosminfo @ inosmi.ru+7 495 645 66 01fgup mia  russia today inosmi"	"inosmi.ru"	"rus"	"RUS"
"20220519170000_tra_A0000569"	"the deputies of the borislavsky city council made a historical decision - they banned the activities of the religious community of the ukrainian orthodox church of the parish of the protection of the blessed virgin mary , which obey the  moscow  patriarchate , the report said in the borislav city territorial community . it is noted that this decision comes into force on june 1 , 2022. in accordance with it , it is forbidden to use the premises of the church to conduct meetings and worship and sell products of"	"rbc.ua"	"rus"	"BLR"
"20181208154500_tra_A0000990"	"sofia cathedral . according to him , the ecumenical patriarch bartholomew signed letters with the invitations by the hierarchs of the uoc of kiev patriarchate , the uaoc and the hierarchs of the uoc of the moscow patriarchate to take part in this historical event . latest from participating refuse .ukraine has become a step closer to the receipt of tomos : watch video ``"	"24tv.ua"	"ukr"	"BEL"
"20230414084500_tra_A0000246"	"” adds valery kolos . what to do for candidates ? recently , the head of the ministry of defense mikhail fedorov in an interview with liga.net that ukraine is leading in the number of artificial intelligence developers when compared to other states . “ according to the rating ,  ukraine ranked first in eastern europe in terms of ai developers . there is also evidence that indicates that ukraine is in the top three . it is difficult to determine the exact information about the number of ai developers , but according to our country there are currently about 4200"	"ain.ua"	"ukr"	"UKR"
"20220111211500_tra_A0000332"	"minister of finance and the adviser of the then president nursultan nazarbajev . in january 2021 , smailow was appointed the first deputy prime minister . about the privacy of the new man at the head of the government , which is to be powerful in addition to kazakh and  russian also the english language is pretty little known . he is married to a 15-year-younger woman with whom he has two daughters and a son . an ominöser order names parazat smailov has received several government awards - including a registered name parazat . this honor has been there since"	"taz.de"	"deu"	"DEU"
"20221114200000_tra_A0000453"	"why wear a hat in the cold . this is not just an accessory on november 14 , 2022 , 20:05  moscow  time found out at what temperature this clothing item will be mandatory . in the cold season , a dilemma often stands in front of a person - to put on a hat or not . since childhood , mothers have told children about the importance of maintaining heat in"	"championat.com"	"rus"	"UZB"
"20221018124500_tra_A0001969"	"international airport countered an attempt to remove from the republic of moldova a batch of jewelry and expensive watches . the little treasure was to be transported to turkey . according to the customs service , the jewelry was detected in the luggage of a 57 -year -old woman .  ukrainian selected the green control corridor and communicated that he has nothing to declare to customs control . subsequently , as a result of the special security control , with the help of the x -ray x -ray intrascope , in the hand luggage were detected jewelry supposed to be of"	"ziarulnational.md"	"ron"	"MDA"
"20230419084500_eng_A0000815"	"barretthunkered down in a bunker , commander major oleksandr sak ordered a sophisticated new weapon in his arsenal into service to settle an argument over shopping.november 16 , 2021by andrew e. kramerthe uk does not recognise russia ’ s sovereignty over crimea and those waters around crimea are not considered  russian territorial waters , a whitehouse source clarified.may 28 , 2021by danielle sheridanit comes as the united states notified turkey that two us warships will sail to the black sea and stay there to keep an eye on russia.april 13 , 2021by yuras karmanauindian security officials said clashes came after at"	"theage.com.au"	"eng"	"AUS"
